id,ico,nazov,ulica,psc,obec_id,obec_nazov,obec_kod,okres,kraj,lat,lon,presnost_polohy,typ_prevadzky,typ_nazov,sektor,zdroj_id
118,00596515,Zariadenie pre seniorov Dunajská Streda,,,21,Dunajská Streda,SK0211501433,Dunajská Streda,Trnavský,47.989309,17.620142,obec,socialne_zariadenie,Zariadenie sociálnych služieb,Gastro a stravovacie zariadenia,1
119,00596680,Gymnázium Myjava,,,99,Myjava,SK0223504581,Myjava,Trenčiansky,48.754035,17.565022,obec,skola_stredna,Stredná škola,Gastro a stravovacie zariadenia,1
120,00596710,DOBRÝ DOMOV Santovka,,,102,Santovka,SK0232502715,Levice,Nitriansky,48.156779,18.765721,obec,socialne_zariadenie,Zariadenie sociálnych služieb,Gastro a stravovacie zariadenia,1
121,00596825,"„FÉNIX"", Zariadenie sociálnych služieb Levice",,,103,Levice,SK0232502031,Levice,Nitriansky,48.216667,18.6,obec,socialne_zariadenie,Zariadenie sociálnych služieb,Gastro a stravovacie zariadenia,1
122,00596841,"„PLATAN"", Zariadenie sociálnych služieb Lontov",,,104,Lontov,SK0232502499,Levice,Nitriansky,48.05,18.783333,obec,socialne_zariadenie,Zariadenie sociálnych služieb,Gastro a stravovacie zariadenia,1
123,00596868,"Stredná odborná škola techniky a služieb, Cintorínska 4, Nitra",,,23,Nitra,SK0233500011,Nitra,Nitriansky,48.31257,18.09061,obec,skola_stredna,Stredná škola,Gastro a stravovacie zariadenia,1
124,00597171,Poľnohospodárske družstvo Komoča,,94121,105,Komoča,SK0234503291,Nové Zámky,Nitriansky,47.949753,18.022658,obec,polnohospodarske_druzstvo,Poľnohospodárske družstvo,Poľnohospodárstvo a chov,1
125,00598071,Gymnázium Košice,,,106,Košice,SK0425599824,Košice I,Košický,48.717227,21.249677,obec,skola_stredna,Stredná škola,Gastro a stravovacie zariadenia,1
126,00611948,Zariadenie pre seniorov Križovany nad Dudváhom,,,107,Križovany nad Dudváhom,SK0217556483,Trnava,Trnavský,48.322017,17.651682,obec,socialne_zariadenie,Zariadenie sociálnych služieb,Gastro a stravovacie zariadenia,1
127,00611956,"Harmonia - Zariadenie pre seniorov, Hlohovec",,,108,Hlohovec,SK0213507032,Hlohovec,Trnavský,48.427951,17.798585,obec,socialne_zariadenie,Zariadenie sociálnych služieb,Gastro a stravovacie zariadenia,1
128,00611972,Zariadenie pre seniorov v Trnave,,,28,Trnava,SK0217506745,Trnava,Trnavský,48.37729,17.586718,obec,socialne_zariadenie,Zariadenie sociálnych služieb,Gastro a stravovacie zariadenia,1
129,00614866,Stredná odborná škola pedagogická sv. Márie Goretti,,,29,Čadca,SK0312509132,Čadca,Žilinský,49.440819,18.788221,obec,skola_stredna,Stredná škola,Gastro a stravovacie zariadenia,1
130,00617652,"Stredná odborná škola obchodu a služieb, Rožňavská Baňa 211, Rožňava",,,15,Rožňava,SK0428525529,Rožňava,Košický,48.654392,20.531184,obec,skola_stredna,Stredná škola,Gastro a stravovacie zariadenia,1
131,00617750,"Stredná odborná škola obchodu a služieb, Mierová 1973/79, Humenné",,,35,Humenné,SK0412520004,Humenné,Prešovský,48.934603,21.90314,obec,skola_stredna,Stredná škola,Gastro a stravovacie zariadenia,1
132,00623521,Centrum sociálnych služieb Terchová,,,109,Terchová,SK031B518042,Žilina,Žilinský,49.25922,19.030518,obec,socialne_zariadenie,Zariadenie sociálnych služieb,Gastro a stravovacie zariadenia,1
133,00628115,Domov sociálnych služieb-Púchov-Nosice,,,110,Púchov,SK0228513610,Púchov,Trenčiansky,49.123992,18.324242,obec,socialne_zariadenie,Zariadenie sociálnych služieb,Gastro a stravovacie zariadenia,1
134,00630250,Centrum sociálnych služieb - Lednické Rovne,,,111,Lednické Rovne,SK0228513326,Púchov,Trenčiansky,49.066667,18.283333,obec,socialne_zariadenie,Zariadenie sociálnych služieb,Gastro a stravovacie zariadenia,1
135,00632333,"Zariadenie pre seniorov Dubina, m.r.o.",,,46,Dubnica nad Váhom,SK0222513016,Ilava,Trenčiansky,48.957172,18.167022,obec,socialne_zariadenie,Zariadenie sociálnych služieb,Gastro a stravovacie zariadenia,1
136,00632350,Centrum sociálnych služieb - BYSTRIČAN,,,112,Považská Bystrica,SK0226512842,Považská Bystrica,Trenčiansky,49.114507,18.447319,obec,socialne_zariadenie,Zariadenie sociálnych služieb,Gastro a stravovacie zariadenia,1
137,00632368,Centrum sociálnych služieb - KOLONKA,,,110,Púchov,SK0228513610,Púchov,Trenčiansky,49.123992,18.324242,obec,socialne_zariadenie,Zariadenie sociálnych služieb,Gastro a stravovacie zariadenia,1
138,00632384,Centrum sociálnych služieb - AVE,,,46,Dubnica nad Váhom,SK0222513016,Ilava,Trenčiansky,48.957172,18.167022,obec,socialne_zariadenie,Zariadenie sociálnych služieb,Gastro a stravovacie zariadenia,1
139,00632392,Centrum sociálnych služieb - LÚČ,,,112,Považská Bystrica,SK0226512842,Považská Bystrica,Trenčiansky,49.114507,18.447319,obec,socialne_zariadenie,Zariadenie sociálnych služieb,Gastro a stravovacie zariadenia,1
140,00632406,Centrum sociálnych služieb - SLOVEN,,,113,Slavnica,SK0222557421,Ilava,Trenčiansky,49.0,18.183333,obec,socialne_zariadenie,Zariadenie sociálnych služieb,Gastro a stravovacie zariadenia,1
141,00632414,Centrum sociálnych služieb - NÁDEJ,,,114,Dolný Lieskov,SK0226546640,Považská Bystrica,Trenčiansky,49.05,18.416667,obec,socialne_zariadenie,Zariadenie sociálnych služieb,Gastro a stravovacie zariadenia,1
142,00632520,Centrum sociálnych služieb PARK,,,29,Čadca,SK0312509132,Čadca,Žilinský,49.440819,18.788221,obec,socialne_zariadenie,Zariadenie sociálnych služieb,Gastro a stravovacie zariadenia,1
143,00632783,Centrum sociálnych služieb ORAVA,,,115,Tvrdošín,SK031A510114,Tvrdošín,Žilinský,49.336574,19.554188,obec,socialne_zariadenie,Zariadenie sociálnych služieb,Gastro a stravovacie zariadenia,1
144,00632848,Centrum sociálnych služieb Zákamenné,,,116,Zákamenné,SK0317510203,Námestovo,Žilinský,49.383333,19.3,obec,socialne_zariadenie,Zariadenie sociálnych služieb,Gastro a stravovacie zariadenia,1
145,00647675,Centrum sociálnych služieb STRANÍK,,,34,Žilina,SK031B517402,Žilina,Žilinský,49.223464,18.739498,obec,socialne_zariadenie,Zariadenie sociálnych služieb,Gastro a stravovacie zariadenia,1
146,00647691,Centrum sociálnych služieb SYNNÓMIA,,,34,Žilina,SK031B517402,Žilina,Žilinský,49.223464,18.739498,obec,socialne_zariadenie,Zariadenie sociálnych služieb,Gastro a stravovacie zariadenia,1
147,00647713,ÚSMEV - Zariadenie pre seniorov,,,34,Žilina,SK031B517402,Žilina,Žilinský,49.223464,18.739498,obec,socialne_zariadenie,Zariadenie sociálnych služieb,Gastro a stravovacie zariadenia,1
148,00647748,Centrum sociálnych služieb HARMÓNIA,,,34,Žilina,SK031B517402,Žilina,Žilinský,49.223464,18.739498,obec,socialne_zariadenie,Zariadenie sociálnych služieb,Gastro a stravovacie zariadenia,1
149,00647802,TROJLÍSTOK - centrum sociálnych služieb,,,10,Ružomberok,SK0318510998,Ružomberok,Žilinský,49.08187,19.302965,obec,socialne_zariadenie,Zariadenie sociálnych služieb,Gastro a stravovacie zariadenia,1
150,00648701,Centrum sociálnych služieb - DOMINO,,,31,Prievidza,SK0227513881,Prievidza,Trenčiansky,48.77104,18.623306,obec,socialne_zariadenie,Zariadenie sociálnych služieb,Gastro a stravovacie zariadenia,1
151,00648710,Centrum sociálnych služieb - Bôrik,,,117,Nitrianske Pravno,SK0227514225,Prievidza,Trenčiansky,48.866667,18.633333,obec,socialne_zariadenie,Zariadenie sociálnych služieb,Gastro a stravovacie zariadenia,1
152,00650935,Družstevná ovocná pálenica Streženice,Cintorínska 176,02001,118,Streženice,SK0228557471,Púchov,Trenčiansky,49.1,18.3,obec,ovocne_sady,Ovocné sady a spracovanie ovocia,Poľnohospodárstvo a chov,1
153,00651117,"Stredná odborná škola dopravná, Rosinská 3126/2, Žilina",,,34,Žilina,SK031B517402,Žilina,Žilinský,49.223464,18.739498,obec,skola_stredna,Stredná škola,Gastro a stravovacie zariadenia,1
154,00651273,"COOP Jednota Púchov, spotrebné družstvo",,,110,Púchov,SK0228513610,Púchov,Trenčiansky,49.123992,18.324242,obec,retail_druzstvo,Spotrebné družstvo (predajne),Retail a distribúcia potravín,1
155,00651435,Centrum sociálnych služieb Ľadoveň,,,119,Martin,SK0316512036,Martin,Žilinský,49.07226,18.929174,obec,socialne_zariadenie,Zariadenie sociálnych služieb,Gastro a stravovacie zariadenia,1
156,00651443,Centrum sociálnych služieb Horný Turiec,,,19,Turčianske Teplice,SK0319512729,Turčianske Teplice,Žilinský,48.862737,18.858728,obec,socialne_zariadenie,Zariadenie sociálnych služieb,Gastro a stravovacie zariadenia,1
157,00654795,Centrum sociálnych služieb MEREMA,,,17,Modra,SK0107508101,Pezinok,Bratislavský,48.336443,17.308037,obec,socialne_zariadenie,Zariadenie sociálnych služieb,Gastro a stravovacie zariadenia,1
158,00655295,"„BARACHA"", Zariadenie sociálnych služieb Bardoňovo",,,120,Bardoňovo,SK0234503053,Nové Zámky,Nitriansky,48.116667,18.416667,obec,socialne_zariadenie,Zariadenie sociálnych služieb,Gastro a stravovacie zariadenia,1
159,00655317,"„IPEĽ"", Zariadenie sociálnych služieb Leľa",,,121,Leľa,SK0234503312,Nové Zámky,Nitriansky,47.863625,18.767487,obec,socialne_zariadenie,Zariadenie sociálnych služieb,Gastro a stravovacie zariadenia,1
160,00655341,"„VEK NÁDEJE"", Zariadenie sociálnych služieb Nové Zámky",,,24,Nové Zámky,SK0234503011,Nové Zámky,Nitriansky,47.98334,18.166661,obec,socialne_zariadenie,Zariadenie sociálnych služieb,Gastro a stravovacie zariadenia,1
161,00655589,Zariadenie pre seniorov Mokrý Háj,,,122,Mokrý Háj,SK0216504564,Skalica,Trnavský,48.810594,17.246132,obec,socialne_zariadenie,Zariadenie sociálnych služieb,Gastro a stravovacie zariadenia,1
162,00655716,Zariadenie pre seniorov Gabčíkovo,,,123,Gabčíkovo,SK0211501573,Dunajská Streda,Trnavský,47.895106,17.578125,obec,socialne_zariadenie,Zariadenie sociálnych služieb,Gastro a stravovacie zariadenia,1
163,00656046,"„DOMUM"", Zariadenie sociálnych služieb Krškany",,,124,Krškany,SK0232502430,Levice,Nitriansky,48.221253,18.670036,obec,socialne_zariadenie,Zariadenie sociálnych služieb,Gastro a stravovacie zariadenia,1
164,00681300,Odvoz a likvidácia odpadu a.s. (OLO a.s.),Ivanská cesta 22,82104,125,Bratislava,,Bratislava I,Bratislavský,48.153538,17.109671,obec,odpadove_hospodarstvo,Odpadové hospodárstvo,Komunálny a gastro bioodpad,1
165,00686981,"Súkromná stredná odborná škola služieb, Hviezdoslavova 11, Bardejov",,,126,Bardejov,SK0411519006,Bardejov,Prešovský,49.292999,21.27554,obec,skola_stredna,Stredná škola,Gastro a stravovacie zariadenia,1
166,00691135,Mesto Košice,Trieda SNP 48A,04011,127,Košice - mestská časť Západ,SK0423598224,Košice II,Košický,48.714333,21.227312,mestska_cast,mesto,Mesto - správa zelene,Komunálny a gastro bioodpad,1
167,00691852,Zariadenie pre seniorov a Zariadenie opatrovateľskej služby Kežmarok,,,2,Kežmarok,SK0413523585,Kežmarok,Prešovský,49.136318,20.430447,obec,socialne_zariadenie,Zariadenie sociálnych služieb,Gastro a stravovacie zariadenia,1
168,00691976,"Zariadenie pre seniorov Harmónia, Prešov - Cemjata",,,14,Prešov,SK0417524140,Prešov,Prešovský,49.000411,21.252273,obec,socialne_zariadenie,Zariadenie sociálnych služieb,Gastro a stravovacie zariadenia,1
169,00692000,Zariadenie pre seniorov Náruč,,,14,Prešov,SK0417524140,Prešov,Prešovský,49.000411,21.252273,obec,socialne_zariadenie,Zariadenie sociálnych služieb,Gastro a stravovacie zariadenia,1
170,00693804,"COOP Jednota Námestovo, spotrebné družstvo",,,9,Námestovo,SK0317509868,Námestovo,Žilinský,49.409512,19.480783,obec,retail_druzstvo,Spotrebné družstvo (predajne),Retail a distribúcia potravín,1
171,00695327,SUBSIDIUM - Špecializované zariadenie a zariadenie pre seniorov,,,15,Rožňava,SK0428525529,Rožňava,Košický,48.654392,20.531184,obec,socialne_zariadenie,Zariadenie sociálnych služieb,Gastro a stravovacie zariadenia,1
172,00893315,"Stredná odborná škola techniky a služieb, Pod amfiteátrom 7, Levice",,,103,Levice,SK0232502031,Levice,Nitriansky,48.216667,18.6,obec,skola_stredna,Stredná škola,Gastro a stravovacie zariadenia,1
173,00893331,"Stredná odborná škola informačných technológií, Ostrovského 1, Košice",,,128,Košice - mestská časť Juh,SK0425599824,Košice IV,Košický,48.706875,21.259905,mestska_cast,skola_stredna,Stredná škola,Gastro a stravovacie zariadenia,1
174,00893692,Stredná odborná škola polytechnická a služieb arm. gen. L. Svobodu,,,129,Svidník,SK041C527106,Svidník,Prešovský,49.308408,21.573643,obec,skola_stredna,Stredná škola,Gastro a stravovacie zariadenia,1
175,11882115,Súkromná stredná odborná škola obchodu a služieb s VJM,,,130,Mostová,SK0212503924,Galanta,Trnavský,48.140162,17.678594,obec,skola_stredna,Stredná škola,Gastro a stravovacie zariadenia,1
176,14321114,Anton Kollár - MASIARSTVO TONY,,,131,Lažany,SK0417524735,Prievidza,Trenčiansky,48.819215,18.622017,obec,masovyroba,Mäsospracovanie,Potravinárstvo a nápoje,1
177,14390710,Vojtech Bárány Mäso - údeniny,,,132,Košice - mestská časť Šaca,SK0423599841,Košice II,Košický,48.631448,21.171446,mestska_cast,masovyroba,Mäsospracovanie,Potravinárstvo a nápoje,1
178,14414805,Jaroslav Darmo Mäso - údeniny,,,51,Chynorany,SK0225543004,Partizánske,Trenčiansky,48.609821,18.27348,obec,masovyroba,Mäsospracovanie,Potravinárstvo a nápoje,1
179,17050111,Gymnázium Juraja Szondyho s VJM,,,87,Šahy,SK0232502782,Levice,Nitriansky,48.172145,18.713842,okres,skola_stredna,Stredná škola,Gastro a stravovacie zariadenia,1
180,17050197,Gymnázium Karola Štúra,,,17,Modra,SK0107508101,Pezinok,Bratislavský,48.336443,17.308037,obec,skola_stredna,Stredná škola,Gastro a stravovacie zariadenia,1
181,17050227,Gymnázium Janka Jesenského,,,133,Bánovce nad Bebravou,SK0221542652,Bánovce nad Bebravou,Trenčiansky,48.721667,18.259826,obec,skola_stredna,Stredná škola,Gastro a stravovacie zariadenia,1
182,17053846,"Stredná odborná škola podnikania a služieb, Hattalova 968/33, Námestovo",,,9,Námestovo,SK0317509868,Námestovo,Žilinský,49.409512,19.480783,obec,skola_stredna,Stredná škola,Gastro a stravovacie zariadenia,1
183,17053871,Stredná odborná škola kaderníctva a vizážistiky,,,39,Bratislava - mestská časť Ružinov,SK0102529320,Bratislava II,Bratislavský,48.149645,17.164279,mestska_cast,skola_stredna,Stredná škola,Gastro a stravovacie zariadenia,1
184,17059186,Zariadenie pre seniorov Nová Dubnica,,,134,Nová Dubnica,SK0222513440,Ilava,Trenčiansky,48.940148,18.145837,obec,socialne_zariadenie,Zariadenie sociálnych služieb,Gastro a stravovacie zariadenia,1
185,17060664,Centrum sociálnych služieb Brezovec,,,135,Dolný Kubín,SK0313509540,Dolný Kubín,Žilinský,49.218073,19.29539,obec,socialne_zariadenie,Zariadenie sociálnych služieb,Gastro a stravovacie zariadenia,1
186,17066913,Centrum sociálnych služieb - Chmelinec,,,110,Púchov,SK0228513610,Púchov,Trenčiansky,49.123992,18.324242,obec,socialne_zariadenie,Zariadenie sociálnych služieb,Gastro a stravovacie zariadenia,1
187,17070503,"Základná škola s materskou školou pri zdravotníckom zariadení, Bardejovské kúpele 13",,,126,Bardejov,SK0411519006,Bardejov,Prešovský,49.292999,21.27554,obec,skola_zakladna,Základná škola,Gastro a stravovacie zariadenia,1
188,17078202,Správa mestskej zelene v Košiciach,Rastislavova 1617/79,04001,128,Košice - mestská časť Juh,SK0425599824,Košice IV,Košický,48.706875,21.259905,mestska_cast,mesto,Mesto - správa zelene,Komunálny a gastro bioodpad,1
189,17078482,"Stredná odborná škola gastronómie a služieb, Prešov",,,14,Prešov,SK0417524140,Prešov,Prešovský,49.000411,21.252273,obec,skola_stredna,Stredná škola,Gastro a stravovacie zariadenia,1
190,17132151,Milan Černaj Mäso-údeniny,,,136,Jelšava,SK0328525791,Revúca,Banskobystrický,48.627976,20.24008,obec,masovyroba,Mäsospracovanie,Potravinárstvo a nápoje,1
191,17149355,Centrum sociálnych služieb Bardejov,,,126,Bardejov,SK0411519006,Bardejov,Prešovský,49.292999,21.27554,obec,socialne_zariadenie,Zariadenie sociálnych služieb,Gastro a stravovacie zariadenia,1
192,17151341,Gymnázium Michalovce,,,36,Michalovce,SK0427522279,Michalovce,Košický,48.75,21.933333,obec,skola_stredna,Stredná škola,Gastro a stravovacie zariadenia,1
193,17219914,Nadežda Planková závodná jedáleň,,,35,Humenné,SK0412520004,Humenné,Prešovský,48.934603,21.90314,obec,jedalen_zavodna,Závodná a verejná jedáleň,Gastro a stravovacie zariadenia,1
194,17259533,Anton Eliáš Mäso-údeniny,,,137,Valaliky,SK0426522139,Košice - okolie,Košický,48.641526,21.29313,obec,masovyroba,Mäsospracovanie,Potravinárstvo a nápoje,1
195,17266807,Mária Pastorová - BUFET ZÁHRADA,,,138,Michaľany,SK042B528587,Trebišov,Košický,48.516667,21.633333,obec,restauracia,Reštaurácia,Gastro a stravovacie zariadenia,1
196,17639301,Poľnohospodárske družstvo Prusy,,95703,139,Prusy,SK0221505412,Bánovce nad Bebravou,Trenčiansky,48.758555,18.260143,obec,polnohospodarske_druzstvo,Poľnohospodárske družstvo,Poľnohospodárstvo a chov,1
197,17639913,Poľnohospodárske družstvo KLAS,,,140,Čata,SK0232555843,Levice,Nitriansky,47.95,18.666667,obec,polnohospodarske_druzstvo,Poľnohospodárske družstvo,Poľnohospodárstvo a chov,1
198,17642566,Poľnohospodárske družstvo Dolné Srnie,,91641,141,Dolné Srnie,SK0224505951,Nové Mesto nad Váhom,Trenčiansky,48.80029,17.819541,obec,polnohospodarske_druzstvo,Poľnohospodárske družstvo,Poľnohospodárstvo a chov,1
199,17642795,"COOP Jednota Radošovce, spotrebné družstvo",,,142,Radošovce,SK0216504742,Skalica,Trnavský,48.766667,17.283333,obec,retail_druzstvo,Spotrebné družstvo (predajne),Retail a distribúcia potravín,1
200,17689503,Margita Farkasová - Reštaurácia,,,143,Kráľov Brod,SK0212503878,Galanta,Trnavský,48.058997,17.830464,obec,restauracia,Reštaurácia,Gastro a stravovacie zariadenia,1
201,17795541,Milan Hric - MÄSO - ÚDENINY,,,144,Žiar nad Hronom,SK032D516589,Žiar nad Hronom,Banskobystrický,48.590505,18.853646,obec,masovyroba,Mäsospracovanie,Potravinárstvo a nápoje,1
202,17817994,Miloš Kubala MÄSO-ÚDENINY,,,145,Radoľa,SK0314580791,Kysucké Nové Mesto,Žilinský,49.290202,18.794346,obec,masovyroba,Mäsospracovanie,Potravinárstvo a nápoje,1
203,18047181,"Vinárske závody Topoľčianky, s.r.o.",Cintorínska 31,95193,146,Topoľčianky,SK0237500828,Zlaté Moravce,Nitriansky,48.420271,18.410113,obec,vinarstvo,Vinárstvo,Potravinárstvo a nápoje,1
204,30027551,Štefan Hôrka - Mäso - údeniny,,,67,Trenčianska Teplá,SK0229506559,Trenčín,Trenčiansky,48.93373,18.120323,obec,masovyroba,Mäsospracovanie,Potravinárstvo a nápoje,1
205,30111641,František Sekera Mliekáreň,NA 291,92532,147,Veľká Mača,SK0212504122,Galanta,Trnavský,48.245092,17.686623,obec,mliekaren,Mliekáreň,Potravinárstvo a nápoje,1
206,30222966,"Technické služby Turčianske Teplice, s. r. o.",Robotnícka 2,03901,19,Turčianske Teplice,SK0319512729,Turčianske Teplice,Žilinský,48.862737,18.858728,obec,technicke_sluzby,Technické služby mesta / obce,Komunálny a gastro bioodpad,1
207,30223423,"Spojená škola sv. Jozefa, Jašíkova 219, Turzovka",,,148,Turzovka,SK0312509507,Čadca,Žilinský,49.402543,18.628775,obec,skola_stredna,Stredná škola,Gastro a stravovacie zariadenia,1
208,30225159,"TURIANSKA PEKÁREŇ, spol. s r.o.",V. Žingora 22/5206,03601,119,Martin,SK0316512036,Martin,Žilinský,49.07226,18.929174,obec,pekaren,Pekáreň,Potravinárstvo a nápoje,1
